original_id,category,subset,user,assistant,x_position,y_position
1083,Grounding & Counting,objects365_qa,"Are there any Persons in the image? If so, where are they?","Yes, there are 4 Persons at the following normalized coordinates (x, y, w, h): (0.43435, 0.78078, 0.09488, 0.41493), (0.50498, 0.77221, 0.07776, 0.37115), (0.58345, 0.76412, 0.10487, 0.33975), (0.60628, 0.70084, 0.06920, 0.17321).",-2.7175019,15.437818
1084,Grounding & Counting,objects365_qa,Show me the locations of all the Potted Plants.,"Yes, there are 3 Potted Plants at the following normalized coordinates (x, y, w, h): (0.60431, 0.87926, 0.13706, 0.19905), (0.74105, 0.77416, 0.12483, 0.18789), (0.88422, 0.69609, 0.10875, 0.15872).",-2.9432955,13.854029
1085,Grounding & Counting,objects365_qa,What are the coordinates of the Persons?,"Yes, there are 3 Persons at the following normalized coordinates (x, y, w, h): (0.57827, 0.31266, 0.84343, 0.62533), (0.15583, 0.30385, 0.15787, 0.19152), (0.34875, 0.18666, 0.06915, 0.06705).",-2.246823,12.408831
1086,Grounding & Counting,objects365_qa,"Are there any Persons in the image? If so, where are they?","Yes, there are 5 Persons at the following normalized coordinates (x, y, w, h): (0.63229, 0.63161, 0.28292, 0.73678), (0.95717, 0.34368, 0.07821, 0.07759), (0.84216, 0.33710, 0.02762, 0.06767), (0.80301, 0.16694, 0.03585, 0.14156), (0.07225, 0.28624, 0.01085, 0.04594).",-1.8299878,14.313221
1087,Grounding & Counting,objects365_qa,Show me the locations of all the Persons.,"Yes, there are 2 Persons at the following normalized coordinates (x, y, w, h): (0.57598, 0.49948, 0.46848, 0.96732), (0.21161, 0.50011, 0.42322, 0.99977).",-1.1903279,13.655024
1088,Grounding & Counting,objects365_qa,"Are there any Kiwi fruits in the image? If so, where are they?","Yes, there is one Kiwi fruit at the following normalized coordinates (x, y, w, h): (0.50056, 0.49903, 0.99819, 0.99807).",-1.8415388,16.28468
1089,Grounding & Counting,objects365_qa,Show me the locations of all the Persons.,"Yes, there is one Person at the following normalized coordinates (x, y, w, h): (0.49990, 0.50874, 0.99962, 0.98251).",-2.4823506,12.347847
1090,Grounding & Counting,objects365_qa,Provide the bounding boxes for all Persons.,"Yes, there are 2 Persons at the following normalized coordinates (x, y, w, h): (0.40706, 0.60656, 0.33437, 0.78311), (0.63982, 0.58884, 0.26840, 0.81972).",-1.7189224,13.059086
1091,Grounding & Counting,objects365_qa,Can you find all instances of Persons?,"Yes, there are 2 Persons at the following normalized coordinates (x, y, w, h): (0.63567, 0.57962, 0.21888, 0.65253), (0.75767, 0.57275, 0.16802, 0.43612).",-2.0790694,13.356193
1092,Grounding & Counting,objects365_qa,What are the coordinates of the Persons?,"Yes, there are 2 Persons at the following normalized coordinates (x, y, w, h): (0.50940, 0.15109, 0.14006, 0.30003), (0.45133, 0.49202, 0.50937, 0.80396).",-1.1196587,14.833971
1093,Grounding & Counting,objects365_qa,What are the coordinates of the Persons?,"Yes, there are 18 Persons at the following normalized coordinates (x, y, w, h): (0.41426, 0.51563, 0.17018, 0.49614), (0.56472, 0.51337, 0.18258, 0.56681), (0.74087, 0.50210, 0.35230, 0.56831), (0.96104, 0.64724, 0.07295, 0.43762), (0.71887, 0.80552, 0.31010, 0.38897), (0.06246, 0.71836, 0.02212, 0.06886), (0.19146, 0.70374, 0.02184, 0.07206), (0.20496, 0.71601, 0.01781, 0.04293), (0.28340, 0.68611, 0.01839, 0.06593), (0.23964, 0.60097, 0.01689, 0.04055), (0.27278, 0.59474, 0.01055, 0.03275), (0.38522, 0.29647, 0.05293, 0.21511), (0.18642, 0.37403, 0.28013, 0.22168), (0.13718, 0.35199, 0.07665, 0.23525), (0.04697, 0.35561, 0.09157, 0.23525), (0.61202, 0.33350, 0.10268, 0.22127), (0.46518, 0.31243, 0.11920, 0.19445), (0.31967, 0.37447, 0.09294, 0.16913).",-1.4470162,13.001493
